Date,Price,Open,High,Low,Vol.,Change %,Ticker Symbol,Bank Name
05/09/2024,"48,420.0","51,500.0","51,500.0","47,800.0",8.71M,0.46%,TCB,Techcombank
05/08/2024,"48,200.0","47,900.0","49,200.0","47,300.0",15.39M,0.63%,TCB,Techcombank
05/07/2024,"47,900.0","51,000.0","51,000.0","47,700.0",9.06M,-4.20%,TCB,Techcombank
05/06/2024,"50,000.0","48,500.0","50,000.0","47,900.0",7.91M,2.77%,TCB,Techcombank
05/03/2024,"48,650.0","47,000.0","48,800.0","46,950.0",13.66M,3.84%,TCB,Techcombank
05/02/2024,"46,850.0","48,000.0","48,000.0","43,350.0",4.35M,-1.43%,TCB,Techcombank
04/26/2024,"47,530.0","49,350.0","49,350.0","45,650.0",5.68M,8.64%,TCB,Techcombank
04/25/2024,"43,750.0","48,410.0","48,410.0","43,750.0",7.16M,-6.91%,TCB,Techcombank
04/24/2024,"47,000.0","48,500.0","48,500.0","46,400.0",7.53M,1.73%,TCB,Techcombank
04/23/2024,"46,200.0","45,450.0","47,500.0","45,350.0",15.59M,2.10%,TCB,Techcombank
04/22/2024,"45,250.0","44,500.0","45,830.0","44,500.0",6.81M,3.15%,TCB,Techcombank
04/19/2024,"43,870.0","44,750.0","45,000.0","43,350.0",14.44M,-2.19%,TCB,Techcombank
04/17/2024,"44,850.0","45,800.0","46,860.0","44,650.0",7.45M,-1.43%,TCB,Techcombank
04/16/2024,"45,500.0","41,300.0","45,730.0","41,300.0",15.15M,1.11%,TCB,Techcombank
04/15/2024,"45,000.0","47,400.0","47,450.0","44,200.0",13.74M,-5.06%,TCB,Techcombank
04/12/2024,"47,400.0","45,550.0","47,400.0","42,500.0",13.46M,5.10%,TCB,Techcombank
04/11/2024,"45,100.0","45,650.0","48,800.0","43,000.0",11.37M,-1.20%,TCB,Techcombank
04/10/2024,"45,650.0","46,000.0","47,170.0","45,500.0",7.75M,-0.33%,TCB,Techcombank
04/09/2024,"45,800.0","45,500.0","45,800.0","44,500.0",5.38M,0.66%,TCB,Techcombank
04/08/2024,"45,500.0","45,150.0","46,550.0","44,900.0",9.96M,0.66%,TCB,Techcombank
04/05/2024,"45,200.0","45,900.0","46,000.0","42,800.0",12.13M,-1.74%,TCB,Techcombank
04/04/2024,"46,000.0","45,800.0","47,730.0","45,800.0",10.76M,3.37%,TCB,Techcombank
04/03/2024,"44,500.0","47,650.0","49,000.0","44,350.0",8.78M,-6.61%,TCB,Techcombank
04/02/2024,"47,650.0","48,000.0","50,700.0","44,150.0",13.56M,7.68%,TCB,Techcombank
04/01/2024,"44,250.0","47,200.0","47,700.0","44,250.0",8.56M,-6.94%,TCB,Techcombank
03/29/2024,"47,550.0","48,500.0","48,500.0","44,650.0",6.40M,-0.11%,TCB,Techcombank
03/28/2024,"47,600.0","48,700.0","48,700.0","47,600.0",30.02M,3.59%,TCB,Techcombank
03/27/2024,"45,950.0","47,320.0","48,240.0","44,700.0",4.64M,0.00%,TCB,Techcombank
03/26/2024,"45,950.0","44,800.0","47,900.0","42,100.0",7.76M,2.11%,TCB,Techcombank
03/25/2024,"45,000.0","46,550.0","48,000.0","41,800.0",10.74M,0.22%,TCB,Techcombank
03/22/2024,"44,900.0","45,100.0","48,000.0","41,950.0",10.79M,-0.44%,TCB,Techcombank
03/21/2024,"45,100.0","42,600.0","45,100.0","42,600.0",16.92M,6.62%,TCB,Techcombank
03/20/2024,"42,300.0","40,400.0","42,450.0","40,050.0",16.88M,4.96%,TCB,Techcombank
03/19/2024,"40,300.0","40,200.0","40,400.0","39,600.0",5.33M,0.50%,TCB,Techcombank
03/18/2024,"40,100.0","41,200.0","41,200.0","39,400.0",11.30M,-3.14%,TCB,Techcombank
03/15/2024,"41,400.0","41,250.0","41,650.0","40,400.0",7.54M,0.00%,TCB,Techcombank
03/14/2024,"41,400.0","42,100.0","42,100.0","41,250.0",6.64M,-1.43%,TCB,Techcombank
03/13/2024,"42,000.0","41,200.0","42,000.0","40,950.0",7.89M,1.94%,TCB,Techcombank
03/12/2024,"41,200.0","40,350.0","41,300.0","40,100.0",8.50M,1.98%,TCB,Techcombank
03/11/2024,"40,400.0","40,900.0","41,200.0","39,900.0",11.18M,-1.46%,TCB,Techcombank
03/08/2024,"41,000.0","42,450.0","42,600.0","41,000.0",20.13M,-3.76%,TCB,Techcombank
03/07/2024,"42,600.0","42,850.0","43,300.0","42,400.0",7.21M,-0.12%,TCB,Techcombank
03/06/2024,"42,650.0","42,050.0","43,500.0","41,800.0",8.54M,1.07%,TCB,Techcombank
03/05/2024,"42,200.0","41,800.0","42,200.0","41,400.0",6.32M,0.84%,TCB,Techcombank
03/04/2024,"41,850.0","41,750.0","42,200.0","41,350.0",8.44M,0.00%,TCB,Techcombank
03/01/2024,"41,850.0","41,700.0","41,850.0","41,250.0",9.29M,-0.83%,TCB,Techcombank
02/29/2024,"42,200.0","42,450.0","42,450.0","41,350.0",9.03M,0.00%,TCB,Techcombank
02/28/2024,"42,200.0","42,050.0","42,350.0","41,550.0",7.52M,0.60%,TCB,Techcombank
02/27/2024,"41,950.0","41,400.0","41,950.0","41,000.0",8.41M,1.82%,TCB,Techcombank
02/26/2024,"41,200.0","40,200.0","41,500.0","40,200.0",9.62M,2.11%,TCB,Techcombank
02/23/2024,"40,350.0","40,750.0","42,350.0","40,000.0",16.44M,0.12%,TCB,Techcombank
02/22/2024,"40,300.0","39,000.0","40,350.0","38,950.0",9.65M,3.33%,TCB,Techcombank
02/21/2024,"39,000.0","38,750.0","39,350.0","38,600.0",7.67M,0.26%,TCB,Techcombank
02/20/2024,"38,900.0","38,800.0","39,000.0","38,500.0",5.41M,0.00%,TCB,Techcombank
02/19/2024,"38,900.0","38,550.0","39,050.0","38,450.0",9.73M,1.04%,TCB,Techcombank
02/16/2024,"38,500.0","38,500.0","38,700.0","37,900.0",7.22M,0.26%,TCB,Techcombank
02/15/2024,"38,400.0","37,500.0","38,950.0","37,450.0",13.07M,2.95%,TCB,Techcombank
02/07/2024,"37,300.0","35,800.0","37,300.0","35,800.0",11.17M,4.63%,TCB,Techcombank
02/06/2024,"35,650.0","35,650.0","36,200.0","35,600.0",4.01M,0.42%,TCB,Techcombank
02/05/2024,"35,500.0","34,450.0","36,000.0","34,400.0",9.60M,3.95%,TCB,Techcombank
02/02/2024,"34,150.0","34,000.0","34,450.0","34,000.0",7.86M,0.00%,TCB,Techcombank
02/01/2024,"34,150.0","34,450.0","34,650.0","34,000.0",6.21M,-1.16%,TCB,Techcombank
01/31/2024,"34,550.0","35,200.0","35,250.0","34,400.0",5.38M,-1.85%,TCB,Techcombank
01/30/2024,"35,200.0","35,100.0","35,250.0","34,700.0",5.21M,-0.14%,TCB,Techcombank
01/29/2024,"35,250.0","35,450.0","35,650.0","35,200.0",3.15M,-0.42%,TCB,Techcombank
01/26/2024,"35,400.0","35,050.0","35,500.0","35,000.0",3.15M,1.14%,TCB,Techcombank
01/25/2024,"35,000.0","35,250.0","35,250.0","34,900.0",4.27M,-0.71%,TCB,Techcombank
01/24/2024,"35,250.0","35,250.0","35,550.0","35,250.0",3.14M,-0.56%,TCB,Techcombank
01/23/2024,"35,450.0","35,500.0","36,000.0","35,400.0",10.08M,1.43%,TCB,Techcombank
01/22/2024,"34,950.0","35,300.0","35,300.0","34,700.0",4.31M,0.00%,TCB,Techcombank
01/19/2024,"34,950.0","34,600.0","35,150.0","34,500.0",7.95M,1.60%,TCB,Techcombank
01/18/2024,"34,400.0","34,250.0","34,600.0","34,050.0",4.11M,1.03%,TCB,Techcombank
01/17/2024,"34,050.0","34,150.0","34,650.0","34,000.0",4.42M,-0.29%,TCB,Techcombank
01/16/2024,"34,150.0","34,100.0","34,200.0","33,800.0",4.46M,-0.44%,TCB,Techcombank
01/15/2024,"34,300.0","34,700.0","34,800.0","34,300.0",3.73M,-1.01%,TCB,Techcombank
01/12/2024,"34,650.0","33,850.0","34,700.0","33,550.0",10.19M,1.46%,TCB,Techcombank
01/11/2024,"34,150.0","34,300.0","34,600.0","33,800.0",6.73M,-0.73%,TCB,Techcombank
01/10/2024,"34,400.0","34,550.0","34,700.0","34,250.0",7.19M,-0.29%,TCB,Techcombank
01/09/2024,"34,500.0","34,000.0","34,500.0","33,800.0",6.90M,1.17%,TCB,Techcombank
01/08/2024,"34,100.0","33,500.0","34,150.0","33,350.0",6.32M,2.71%,TCB,Techcombank
01/05/2024,"33,200.0","33,100.0","33,400.0","33,000.0",3.57M,0.30%,TCB,Techcombank
01/04/2024,"33,100.0","32,600.0","33,650.0","32,550.0",10.07M,1.53%,TCB,Techcombank
01/03/2024,"32,600.0","31,900.0","32,600.0","31,850.0",5.61M,1.56%,TCB,Techcombank
01/02/2024,"32,100.0","31,900.0","32,250.0","31,800.0",3.71M,0.94%,TCB,Techcombank
12/29/2023,"31,800.0","31,700.0","31,950.0","31,500.0",4.23M,0.95%,TCB,Techcombank
12/28/2023,"31,500.0","30,900.0","31,650.0","30,900.0",5.75M,2.11%,TCB,Techcombank
12/27/2023,"30,850.0","30,850.0","31,150.0","30,850.0",2.02M,0.16%,TCB,Techcombank
12/26/2023,"30,800.0","30,850.0","31,000.0","30,750.0",1.51M,-0.48%,TCB,Techcombank
12/25/2023,"30,950.0","30,800.0","31,000.0","30,600.0",2.57M,1.14%,TCB,Techcombank
12/22/2023,"30,600.0","30,500.0","30,800.0","30,450.0",1.85M,-0.16%,TCB,Techcombank
12/21/2023,"30,650.0","30,300.0","30,650.0","30,150.0",2.48M,0.99%,TCB,Techcombank
12/20/2023,"30,350.0","30,300.0","30,550.0","30,150.0",1.75M,-0.82%,TCB,Techcombank
12/19/2023,"30,600.0","30,000.0","30,600.0","29,800.0",2.11M,1.83%,TCB,Techcombank
12/18/2023,"30,050.0","30,600.0","30,650.0","30,050.0",2.38M,-1.80%,TCB,Techcombank
12/15/2023,"30,600.0","30,550.0","30,800.0","30,400.0",2.15M,0.16%,TCB,Techcombank
12/14/2023,"30,550.0","30,800.0","30,850.0","30,550.0",2.55M,0.16%,TCB,Techcombank
12/13/2023,"30,500.0","31,150.0","31,150.0","30,500.0",3.11M,-1.77%,TCB,Techcombank
12/12/2023,"31,050.0","30,850.0","31,050.0","30,750.0",2.17M,0.65%,TCB,Techcombank
12/11/2023,"30,850.0","30,950.0","31,000.0","30,650.0",1.61M,-0.32%,TCB,Techcombank
12/08/2023,"30,950.0","30,850.0","31,000.0","30,600.0",2.75M,0.32%,TCB,Techcombank
12/07/2023,"30,850.0","30,550.0","31,050.0","30,300.0",5.84M,1.48%,TCB,Techcombank
12/06/2023,"30,400.0","30,000.0","30,500.0","30,000.0",2.49M,1.16%,TCB,Techcombank
12/05/2023,"30,050.0","30,250.0","30,300.0","29,900.0",3.09M,-0.50%,TCB,Techcombank
12/04/2023,"30,200.0","29,800.0","30,500.0","29,800.0",4.76M,1.51%,TCB,Techcombank
12/01/2023,"29,750.0","29,600.0","29,850.0","29,350.0",2.70M,0.85%,TCB,Techcombank
11/30/2023,"29,500.0","29,750.0","30,050.0","29,500.0",2.76M,-1.34%,TCB,Techcombank
11/29/2023,"29,900.0","29,900.0","30,300.0","29,600.0",1.78M,-0.17%,TCB,Techcombank
11/28/2023,"29,950.0","29,300.0","29,950.0","28,800.0",3.74M,2.22%,TCB,Techcombank
11/27/2023,"29,300.0","29,950.0","29,950.0","29,300.0",3.05M,-2.50%,TCB,Techcombank
11/24/2023,"30,050.0","30,350.0","30,600.0","29,450.0",4.70M,-1.15%,TCB,Techcombank
11/23/2023,"30,400.0","31,200.0","31,300.0","30,400.0",3.28M,-1.78%,TCB,Techcombank
11/22/2023,"30,950.0","30,900.0","31,000.0","30,650.0",1.84M,0.49%,TCB,Techcombank
11/21/2023,"30,800.0","31,350.0","31,350.0","30,800.0",2.24M,-0.65%,TCB,Techcombank
11/20/2023,"31,000.0","30,500.0","31,250.0","30,450.0",4.32M,-0.48%,TCB,Techcombank
11/17/2023,"31,150.0","31,700.0","31,950.0","30,700.0",5.08M,-1.74%,TCB,Techcombank
11/16/2023,"31,700.0","31,500.0","31,800.0","31,500.0",2.24M,0.48%,TCB,Techcombank
11/15/2023,"31,550.0","32,000.0","32,200.0","31,500.0",3.67M,0.16%,TCB,Techcombank
11/14/2023,"31,500.0","31,150.0","31,750.0","30,900.0",3.98M,1.94%,TCB,Techcombank
11/13/2023,"30,900.0","31,300.0","31,300.0","30,650.0",2.46M,-0.48%,TCB,Techcombank
11/10/2023,"31,050.0","31,200.0","31,500.0","30,700.0",4.07M,-1.43%,TCB,Techcombank
11/09/2023,"31,500.0","31,850.0","31,950.0","31,300.0",4.25M,-0.94%,TCB,Techcombank
11/08/2023,"31,800.0","30,600.0","31,900.0","30,200.0",3.87M,3.92%,TCB,Techcombank
11/07/2023,"30,600.0","30,600.0","30,950.0","30,450.0",1.51M,-1.29%,TCB,Techcombank
11/06/2023,"31,000.0","30,800.0","31,000.0","30,300.0",3.30M,0.00%,TCB,Techcombank
11/03/2023,"31,000.0","29,950.0","31,000.0","29,550.0",8.10M,5.62%,TCB,Techcombank
11/02/2023,"29,350.0","28,800.0","29,600.0","28,500.0",4.71M,4.08%,TCB,Techcombank
11/01/2023,"28,200.0","28,300.0","28,450.0","27,450.0",4.48M,1.81%,TCB,Techcombank
10/31/2023,"27,700.0","28,200.0","28,500.0","27,200.0",6.09M,-1.42%,TCB,Techcombank
10/30/2023,"28,100.0","29,200.0","29,250.0","28,100.0",6.59M,-4.91%,TCB,Techcombank
10/27/2023,"29,550.0","30,000.0","30,400.0","29,100.0",3.87M,-0.84%,TCB,Techcombank
10/26/2023,"29,800.0","30,800.0","30,950.0","29,200.0",6.68M,-4.49%,TCB,Techcombank
10/25/2023,"31,200.0","31,200.0","31,600.0","31,200.0",2.12M,-0.48%,TCB,Techcombank
10/24/2023,"31,350.0","31,350.0","31,800.0","31,050.0",2.17M,1.46%,TCB,Techcombank
10/23/2023,"30,900.0","31,100.0","31,500.0","30,500.0",2.79M,-0.64%,TCB,Techcombank
10/20/2023,"31,100.0","30,700.0","31,400.0","30,550.0",2.43M,1.47%,TCB,Techcombank
10/19/2023,"30,650.0","31,250.0","31,400.0","30,650.0",2.79M,-1.92%,TCB,Techcombank
10/18/2023,"31,250.0","31,750.0","31,800.0","31,000.0",4.72M,-1.57%,TCB,Techcombank
10/17/2023,"31,750.0","31,950.0","32,200.0","31,750.0",1.82M,-0.16%,TCB,Techcombank
10/16/2023,"31,800.0","32,050.0","32,300.0","31,800.0",2.48M,-1.24%,TCB,Techcombank
10/13/2023,"32,200.0","32,400.0","32,450.0","32,000.0",1.95M,-0.92%,TCB,Techcombank
10/12/2023,"32,500.0","32,700.0","32,850.0","32,500.0",2.46M,-0.31%,TCB,Techcombank
10/11/2023,"32,600.0","32,650.0","32,650.0","32,300.0",2.20M,0.31%,TCB,Techcombank
10/10/2023,"32,500.0","32,300.0","32,650.0","32,250.0",2.66M,1.25%,TCB,Techcombank
10/09/2023,"32,100.0","32,100.0","32,150.0","31,900.0",2.79M,0.16%,TCB,Techcombank
10/06/2023,"32,050.0","31,750.0","32,250.0","31,600.0",2.55M,0.79%,TCB,Techcombank
10/05/2023,"31,800.0","32,350.0","32,600.0","31,800.0",2.44M,-1.40%,TCB,Techcombank
10/04/2023,"32,250.0","32,250.0","32,650.0","32,000.0",2.80M,-0.77%,TCB,Techcombank
10/03/2023,"32,500.0","32,900.0","32,900.0","31,900.0",4.65M,-1.96%,TCB,Techcombank
10/02/2023,"33,150.0","33,650.0","33,650.0","33,000.0",2.14M,-1.49%,TCB,Techcombank
09/29/2023,"33,650.0","33,500.0","33,700.0","33,100.0",2.91M,0.00%,TCB,Techcombank
09/28/2023,"33,650.0","32,600.0","33,900.0","31,850.0",6.56M,3.22%,TCB,Techcombank
09/27/2023,"32,600.0","32,250.0","32,600.0","32,250.0",3.55M,0.62%,TCB,Techcombank
09/26/2023,"32,400.0","32,800.0","33,000.0","32,400.0",4.76M,-1.22%,TCB,Techcombank
09/25/2023,"32,800.0","34,000.0","34,200.0","32,750.0",4.23M,-3.53%,TCB,Techcombank
09/22/2023,"34,000.0","33,950.0","34,250.0","33,400.0",7.54M,-0.87%,TCB,Techcombank
09/21/2023,"34,300.0","34,350.0","34,500.0","34,000.0",3.17M,-0.15%,TCB,Techcombank
09/20/2023,"34,350.0","33,900.0","34,500.0","33,850.0",3.43M,1.33%,TCB,Techcombank
09/19/2023,"33,900.0","34,300.0","34,350.0","33,800.0",5.86M,-0.59%,TCB,Techcombank
09/18/2023,"34,100.0","34,850.0","35,000.0","34,000.0",7.73M,-2.29%,TCB,Techcombank
09/15/2023,"34,900.0","35,100.0","35,500.0","34,900.0",4.52M,0.00%,TCB,Techcombank
09/14/2023,"34,900.0","35,100.0","35,750.0","34,900.0",7.64M,-0.29%,TCB,Techcombank
09/13/2023,"35,000.0","35,400.0","35,450.0","34,850.0",4.98M,-0.85%,TCB,Techcombank
09/12/2023,"35,300.0","34,550.0","35,300.0","34,400.0",4.94M,2.17%,TCB,Techcombank
09/11/2023,"34,550.0","35,600.0","35,600.0","34,450.0",10.81M,-2.26%,TCB,Techcombank
09/08/2023,"35,350.0","35,850.0","35,900.0","35,350.0",4.60M,-1.12%,TCB,Techcombank
09/07/2023,"35,750.0","35,250.0","36,150.0","35,100.0",9.04M,1.56%,TCB,Techcombank
09/06/2023,"35,200.0","35,050.0","35,350.0","34,850.0",4.65M,0.57%,TCB,Techcombank
09/05/2023,"35,000.0","34,800.0","35,150.0","34,750.0",8.00M,1.45%,TCB,Techcombank
08/31/2023,"34,500.0","34,100.0","34,500.0","34,100.0",4.12M,1.47%,TCB,Techcombank
08/30/2023,"34,000.0","34,000.0","34,300.0","33,900.0",4.27M,0.29%,TCB,Techcombank
08/29/2023,"33,900.0","34,000.0","34,250.0","33,750.0",3.70M,-0.29%,TCB,Techcombank
08/28/2023,"34,000.0","33,850.0","34,100.0","33,600.0",4.02M,1.04%,TCB,Techcombank
08/25/2023,"33,650.0","33,700.0","33,850.0","33,400.0",3.64M,-0.44%,TCB,Techcombank
08/24/2023,"33,800.0","33,500.0","33,950.0","33,400.0",4.81M,1.81%,TCB,Techcombank
08/23/2023,"33,200.0","34,000.0","34,200.0","33,200.0",9.09M,0.30%,TCB,Techcombank
08/22/2023,"33,100.0","32,750.0","33,100.0","31,900.0",6.72M,1.07%,TCB,Techcombank
08/21/2023,"32,750.0","32,500.0","32,950.0","32,100.0",5.36M,0.77%,TCB,Techcombank
08/18/2023,"32,500.0","34,550.0","34,550.0","32,500.0",11.95M,-6.34%,TCB,Techcombank
08/17/2023,"34,700.0","35,300.0","35,300.0","34,700.0",5.31M,-1.70%,TCB,Techcombank
08/16/2023,"35,300.0","34,000.0","35,350.0","33,950.0",13.20M,3.67%,TCB,Techcombank
08/15/2023,"34,050.0","33,900.0","34,400.0","33,850.0",4.61M,0.74%,TCB,Techcombank
08/14/2023,"33,800.0","33,750.0","33,800.0","33,450.0",4.57M,0.45%,TCB,Techcombank
08/11/2023,"33,650.0","33,550.0","33,800.0","33,100.0",5.91M,0.45%,TCB,Techcombank
08/10/2023,"33,500.0","34,000.0","34,050.0","33,500.0",6.17M,-1.47%,TCB,Techcombank
08/09/2023,"34,000.0","34,050.0","34,200.0","33,800.0",4.67M,0.00%,TCB,Techcombank
08/08/2023,"34,000.0","34,400.0","34,500.0","33,950.0",5.54M,-1.02%,TCB,Techcombank
08/07/2023,"34,350.0","34,200.0","34,450.0","34,000.0",5.26M,2.23%,TCB,Techcombank
08/04/2023,"33,600.0","33,650.0","34,200.0","33,450.0",12.32M,0.30%,TCB,Techcombank
08/03/2023,"33,500.0","34,000.0","34,050.0","33,500.0",4.17M,-1.18%,TCB,Techcombank
08/02/2023,"33,900.0","33,900.0","34,100.0","33,750.0",4.64M,-0.29%,TCB,Techcombank
08/01/2023,"34,000.0","34,600.0","34,600.0","34,000.0",8.66M,-0.87%,TCB,Techcombank
07/31/2023,"34,300.0","34,100.0","34,600.0","34,000.0",7.65M,1.48%,TCB,Techcombank
07/28/2023,"33,800.0","33,050.0","33,800.0","33,000.0",5.63M,2.11%,TCB,Techcombank
07/27/2023,"33,100.0","33,350.0","33,450.0","32,700.0",7.80M,-1.05%,TCB,Techcombank
07/26/2023,"33,450.0","33,500.0","33,550.0","33,200.0",3.41M,-0.15%,TCB,Techcombank
07/25/2023,"33,500.0","32,800.0","33,800.0","32,700.0",13.27M,3.24%,TCB,Techcombank
07/24/2023,"32,450.0","32,450.0","32,500.0","32,150.0",4.83M,0.46%,TCB,Techcombank
07/21/2023,"32,300.0","31,850.0","32,300.0","31,850.0",5.21M,1.25%,TCB,Techcombank
07/20/2023,"31,900.0","32,400.0","32,400.0","31,800.0",5.26M,-1.24%,TCB,Techcombank
07/19/2023,"32,300.0","32,650.0","32,900.0","32,250.0",5.56M,0.00%,TCB,Techcombank
07/18/2023,"32,300.0","31,900.0","32,300.0","31,800.0",6.51M,1.25%,TCB,Techcombank
07/17/2023,"31,900.0","32,100.0","32,100.0","31,800.0",3.65M,-0.16%,TCB,Techcombank
07/14/2023,"31,950.0","32,200.0","32,200.0","31,700.0",4.47M,0.00%,TCB,Techcombank
07/13/2023,"31,950.0","31,700.0","32,000.0","31,650.0",4.41M,0.95%,TCB,Techcombank
07/12/2023,"31,650.0","31,900.0","32,000.0","31,600.0",4.34M,-0.94%,TCB,Techcombank
07/11/2023,"31,950.0","32,200.0","32,350.0","31,950.0",5.71M,-0.16%,TCB,Techcombank
07/10/2023,"32,000.0","32,000.0","32,100.0","31,700.0",4.98M,1.43%,TCB,Techcombank
07/07/2023,"31,550.0","31,500.0","31,800.0","31,300.0",3.27M,0.00%,TCB,Techcombank
07/06/2023,"31,550.0","31,950.0","32,050.0","31,200.0",6.31M,-1.25%,TCB,Techcombank
07/05/2023,"31,950.0","32,150.0","32,400.0","31,950.0",4.32M,-0.16%,TCB,Techcombank
07/04/2023,"32,000.0","32,000.0","32,100.0","31,850.0",4.33M,0.00%,TCB,Techcombank
07/03/2023,"32,000.0","32,700.0","32,700.0","32,000.0",3.75M,-1.08%,TCB,Techcombank
06/30/2023,"32,350.0","32,650.0","32,800.0","32,350.0",2.45M,-0.92%,TCB,Techcombank
06/29/2023,"32,650.0","33,300.0","33,400.0","32,650.0",3.54M,-1.95%,TCB,Techcombank
06/28/2023,"33,300.0","32,950.0","33,300.0","32,750.0",4.30M,1.06%,TCB,Techcombank
06/27/2023,"32,950.0","33,300.0","33,400.0","32,900.0",3.67M,-1.05%,TCB,Techcombank
06/26/2023,"33,300.0","32,900.0","33,300.0","32,550.0",4.04M,1.22%,TCB,Techcombank
06/23/2023,"32,900.0","32,650.0","33,250.0","32,550.0",4.14M,0.92%,TCB,Techcombank
06/22/2023,"32,600.0","32,900.0","33,150.0","32,600.0",4.40M,0.31%,TCB,Techcombank
06/21/2023,"32,500.0","32,150.0","32,500.0","32,100.0",2.51M,1.09%,TCB,Techcombank
06/20/2023,"32,150.0","32,200.0","32,250.0","31,950.0",2.08M,0.16%,TCB,Techcombank
06/19/2023,"32,100.0","32,550.0","32,550.0","31,950.0",3.67M,-1.38%,TCB,Techcombank
06/16/2023,"32,550.0","32,650.0","33,450.0","32,500.0",6.93M,-0.31%,TCB,Techcombank
06/15/2023,"32,650.0","32,600.0","32,900.0","32,400.0",3.86M,0.15%,TCB,Techcombank
06/14/2023,"32,600.0","33,000.0","33,450.0","32,550.0",5.37M,-0.61%,TCB,Techcombank
06/13/2023,"32,800.0","32,700.0","32,900.0","32,400.0",3.53M,0.31%,TCB,Techcombank
06/12/2023,"32,700.0","32,250.0","32,850.0","31,900.0",4.14M,0.93%,TCB,Techcombank
06/09/2023,"32,400.0","31,800.0","32,500.0","31,600.0",5.32M,2.05%,TCB,Techcombank
06/08/2023,"31,750.0","32,700.0","32,750.0","31,750.0",5.74M,-2.61%,TCB,Techcombank
06/07/2023,"32,600.0","32,550.0","32,750.0","32,200.0",4.96M,-0.31%,TCB,Techcombank
06/06/2023,"32,700.0","31,900.0","32,700.0","31,750.0",6.00M,2.51%,TCB,Techcombank
06/05/2023,"31,900.0","32,450.0","32,800.0","31,900.0",5.86M,-0.93%,TCB,Techcombank
06/02/2023,"32,200.0","30,800.0","32,200.0","30,700.0",13.80M,6.27%,TCB,Techcombank
06/01/2023,"30,300.0","30,000.0","30,300.0","29,750.0",4.78M,1.17%,TCB,Techcombank
05/31/2023,"29,950.0","30,200.0","30,300.0","29,900.0",3.94M,-0.83%,TCB,Techcombank
05/30/2023,"30,200.0","30,400.0","30,450.0","30,000.0",2.10M,0.00%,TCB,Techcombank
05/29/2023,"30,200.0","30,000.0","30,200.0","29,800.0",2.77M,1.00%,TCB,Techcombank
05/26/2023,"29,900.0","29,900.0","29,950.0","29,650.0",1.79M,0.34%,TCB,Techcombank
05/25/2023,"29,800.0","29,800.0","29,900.0","29,600.0",2.52M,0.00%,TCB,Techcombank
05/24/2023,"29,800.0","30,400.0","30,550.0","29,750.0",4.82M,-1.81%,TCB,Techcombank
05/23/2023,"30,350.0","30,700.0","30,700.0","30,000.0",4.21M,-0.49%,TCB,Techcombank
05/22/2023,"30,500.0","29,700.0","30,600.0","29,700.0",9.44M,2.87%,TCB,Techcombank
05/19/2023,"29,650.0","29,550.0","29,750.0","29,250.0",3.40M,0.34%,TCB,Techcombank
05/18/2023,"29,550.0","29,250.0","29,700.0","29,250.0",3.22M,1.03%,TCB,Techcombank
05/17/2023,"29,250.0","29,700.0","29,900.0","29,250.0",3.66M,-1.85%,TCB,Techcombank
05/16/2023,"29,800.0","30,100.0","30,100.0","29,750.0",2.08M,-0.33%,TCB,Techcombank
05/15/2023,"29,900.0","29,450.0","30,150.0","29,400.0",7.34M,2.05%,TCB,Techcombank
05/12/2023,"29,300.0","29,100.0","29,300.0","29,000.0",2.63M,0.69%,TCB,Techcombank
05/11/2023,"29,100.0","29,500.0","29,500.0","29,100.0",2.51M,-0.68%,TCB,Techcombank
05/10/2023,"29,300.0","29,350.0","29,400.0","29,100.0",2.52M,0.00%,TCB,Techcombank
05/09/2023,"29,300.0","29,450.0","29,500.0","29,050.0",1.99M,-0.34%,TCB,Techcombank
05/08/2023,"29,400.0","28,900.0","29,400.0","28,700.0",2.85M,2.44%,TCB,Techcombank
05/05/2023,"28,700.0","29,050.0","29,200.0","28,450.0",3.44M,-1.20%,TCB,Techcombank
05/04/2023,"29,050.0","29,500.0","29,500.0","28,900.0",1.92M,-1.53%,TCB,Techcombank
04/28/2023,"29,500.0","29,950.0","29,950.0","29,500.0",2.48M,-1.34%,TCB,Techcombank
04/27/2023,"29,900.0","30,200.0","30,200.0","29,850.0",2.03M,-0.33%,TCB,Techcombank
04/26/2023,"30,000.0","29,200.0","30,000.0","28,850.0",3.24M,3.45%,TCB,Techcombank
04/25/2023,"29,000.0","29,650.0","29,850.0","29,000.0",2.09M,-1.69%,TCB,Techcombank
04/24/2023,"29,500.0","28,700.0","29,750.0","28,650.0",3.48M,2.79%,TCB,Techcombank
04/21/2023,"28,700.0","29,000.0","29,000.0","28,700.0",2.35M,-0.52%,TCB,Techcombank
04/20/2023,"28,850.0","28,900.0","29,000.0","28,550.0",2.31M,-0.52%,TCB,Techcombank
04/19/2023,"29,000.0","29,200.0","29,400.0","29,000.0",2.61M,-0.51%,TCB,Techcombank
04/18/2023,"29,150.0","29,400.0","29,400.0","28,900.0",2.55M,-1.02%,TCB,Techcombank
04/17/2023,"29,450.0","29,000.0","29,450.0","28,750.0",3.01M,1.90%,TCB,Techcombank
04/14/2023,"28,900.0","30,200.0","30,400.0","28,900.0",9.44M,-4.30%,TCB,Techcombank
04/13/2023,"30,200.0","30,600.0","30,950.0","30,200.0",3.21M,-1.63%,TCB,Techcombank
